BV,b,l,SAO,SPtype,Vmag,name,J2000_a,J2000_d,RAhms,DEdms
0.22,14.68,101.72,19004,A8V,5.58, 4    Cep,310.7958333,66.6575,66 39    27,14.68101.72 20 43
1.55,-26.72,44.66,144802,K2,6.27,         ,311.765,-2.486666667, 2 29    12,-26.7244.66 20 47
0.49,-16.57,61.49,106475,F7V,5.14,12Gam1Del,311.66125,16.12444444,16  7    28,-16.5761.49 20 46
1.04,-16.58,61.5,106476,K1IV,4.27,12Gam2Del,311.6645833,16.12416667,16  7    27,-16.5861.5 20 46
1.03,-5.71,75.94,70474,K0-III,2.46,53Eps Cyg,311.5529167,33.97027778,33 58    13,-5.7175.94 20 46
0,-30.1,37.68,144810,A1V,3.77, 2Eps Aqr,311.9191667,-9.495833333, 9 29    45,-30.137.68 20 47
1.65,-28.09,42.24,144814,M3III,4.42, 3    Aqr,311.9341667,-5.027777778, 5  1    40,-28.0942.24 20 47
1.52,-39.24,353.95,230391,K5III,4.89,  Zet Ind,312.3708333,-46.22694444,46 13    37,-39.24353.95 20 49
-0.02,-22.5,52.78,126222,A0V,5.58,13    Del,311.95125,6.008333333, 6  0    30,-22.552.78 20 47
-0.02,-23.93,50.29,126221,A0Vn,6.4,         ,311.9491667,3.306666667, 3 18    24,-23.9350.29 20 47
0.54,9.06,94.43,32862,F8IV-V,4.51,         ,311.3379167,57.57972222,57 34    47,9.0694.43 20 45
1.32,-5.62,76.39,70499,K3III,4.92,         ,311.795,34.37416667,34 22    27,-5.6276.39 20 47
0.92,11.64,97.86,19019,K0IV,3.43, 3Eta Cep,311.3225,61.83888889,61 50    20,11.6497.86 20 45
0.03,2.06,85.83,50050,A3V,6.3,         ,311.6604167,46.53166667,46 31    54,2.0685.83 20 46
0.15,-37.62,333.32,254883,A2-3IV-V,6.28,         ,312.9095833,-62.42916667,62 25    45,-37.62333.32 20 51
0.17,-37.62,333.32,254884,A2-3IV-V,6.59,         ,312.9116667,-62.42916667,62 25    45,-37.62333.32 20 51
-0.07,-36.34,19.65,189733,B7IIIp,5.86,         ,312.3233333,-25.78138889,25 46    53,-36.3419.65 20 49
1.12,6.12,90.87,32877,K0,6.33,         ,311.5883333,52.99527778,52 59    43,6.1290.87 20 46
-0.11,-4.34,78.08,70505,B5Ve,4.53,54Lam Cyg,311.8520833,36.49083333,36 29    27,-4.3478.08 20 47
1.42,-33.89,28.63,163910,K3III,6.21,         ,312.3354167,-18.03583333,18  2     9,-33.8928.63 20 49
1,-38.26,9.88,212472,G7III,4.9,  Alp Mic,312.4920833,-33.77972222,33 46    47,-38.269.88 20 49
1.61,1.37,85.16,50060,K3III,6.4,         ,311.8366667,45.57972222,45 34    47,1.3785.16 20 47
1.13,-39.34,346.98,246762,K1II-III,5.05,  Iot Ind,312.8754167,-51.60833333,51 36    30,-39.34346.98 20 51
1.46,2.72,86.97,50073,K5III,5.57,         ,311.9554167,47.83194444,47 49    55,2.7286.97 20 47
1.54,-38.12,12.08,212487,K5III,6.36,         ,312.69625,-32.05444444,32  3    16,-38.1212.08 20 50
1.38,-39.06,4.68,212488,K3II,5.52,         ,312.7529167,-37.91333333,37 54    48,-39.064.68 20 51
0.89,5.58,90.55,32897,G7IV,6.27,         ,311.97,52.40722222,52 24    26,5.5890.55 20 47
0.43,-19.23,58.86,106536,F5V,5.98,15    Del,312.4075,12.54527778,12 32    43,-19.2358.86 20 49
0.02,-21.9,54.75,126265,A1V s,6.33,14    Del,312.45125,7.864166667, 7 51    51,-21.954.75 20 49
0.98,-23.2,52.67,126267,K0,6.21,         ,312.49625,5.544722222, 5 32    41,-23.252.67 20 49
1.07,-32.07,34.83,163924,gK1,5.88,         ,312.6741667,-12.545,12 32    42,-32.0734.83 20 50
0.41,1.49,85.75,50099,B3Ia,4.84,55    Cyg,312.2345833,46.11416667,46  6    51,1.4985.75 20 48
-0.07,5.17,90.24,32908,B8Vnp,6.29,         ,312.1779167,51.91055556,51 54    38,5.1790.24 20 48
0.03,-38.57,10.73,212499,A2Vn,6.04,  Bet Mic,312.995,-33.17722222,33 10    38,-38.5710.73 20 51
1.64,-37.18,18.46,189781,M0-III-IIIbBa0.2,4.11,18Ome Cap,312.9554167,-26.91916667,26 55     9,-37.1818.46 20 51
0.04,-16.21,63.7,106562,A1V s,6.52,         ,312.6541667,18.05138889,18  3     5,-16.2163.7 20 50
0.46,-29.18,42.13,144877,F5V+F7V,5.99, 4    Aqr,312.8570833,-5.626388889, 5 37    35,-29.1842.13 20 51
-0.07,1.71,86.28,50119,B4Ve,6.33,         ,312.4779167,46.66111111,46 39    40,1.7186.28 20 49
0.2,0.03,84.29,50121,A4mDel Del,5.04,56    Cyg,312.5204167,44.05944444,44  3    34,0.0384.29 20 50
-0.08,-29.28,42.35,144889,B9III,5.55, 5    Aqr,313.03625,-5.506944444, 5 30    25,-29.2842.35 20 52
1.25,-38.85,338.16,246784,K1II,3.65,  Bet Ind,313.7025,-58.45416667,58 27    15,-38.85338.16 20 54
1.32,-39.76,2.3,212522,K2III,5.35,         ,313.4175,-39.81,39 48    36,-39.762.3 20 53
0.72,-10.15,72.13,89216,F5Ib,5.77,         ,312.8675,28.25055556,28 15     2,-10.1572.13 20 51
0.88,-36.58,22.33,189801,K0III,6.33,         ,313.255,-23.78305556,23 46    59,-36.5822.33 20 53
0.32,-30.98,38.84,144895,A3m,4.73, 6Mu  Aqr,313.1633333,-8.983333333, 8 59     0,-30.9838.84 20 52
1.09,-38.4,13.89,212521,K1III,6.35,         ,313.3541667,-30.71861111,30 43     7,-38.413.89 20 53
-0.12,-39.89,348.07,246786,B5IV,6.24,         ,313.6458333,-50.72777778,50 43    40,-39.89348.07 20 54
0.07,12.61,99.94,19051,B0.5V,6.45,         ,312.3225,64.04222222,64  2    32,12.6199.94 20 49
0.67,-32.2,36.15,163953,G1V,6.38,         ,313.2733333,-11.57361111,11 34    25,-32.236.15 20 53
0.83,-10.98,71.31,89228,G7IIIFe-1,4.59,31    Vul,313.0320833,27.09694444,27  5    49,-10.9871.31 20 52
-0.15,-7.36,75.83,70596,B3III,6.44,         ,313.00125,32.84916667,32 50    57,-7.3675.83 20 52
1.6,-37.93,17.39,189815,M4III,6.41,         ,313.5283333,-27.92555556,27 55    32,-37.9317.39 20 54
0.37,-30.33,41.19,144915,F1IV,6.44,         ,313.4933333,-6.889722222, 6 53    23,-30.3341.19 20 53
1.09,-9.56,73.47,89241,K2,6.34,         ,313.2808333,29.64944444,29 38    58,-9.5673.47 20 53
1.12,-35.06,29.33,163975,K0III,5.78,19    Cap,313.6995833,-17.92305556,17 55    23,-35.0629.33 20 54
-0.14,-0.19,84.9,50180,B5V,4.78,57    Cyg,313.3116667,44.38722222,44 23    14,-0.1984.9 20 53
0,23.46,115.73,3458,A0V,5.75,76    Dra,310.6466667,82.53111111,82 31    52,23.46115.73 20 42
1.1,0.31,85.52,50182,K0II,5.45,         ,313.3275,45.18194444,45 10    55,0.3185.52 20 53
-0.04,-1.49,83.41,50183,A1V,6.66,         ,313.36,42.41027778,42 24    37,-1.4983.41 20 53
1.52,-7.29,76.54,70645,gK5,5.47,         ,313.4745833,33.43777778,33 26    16,-7.2976.54 20 53
0.29,-27.92,46.88,144941,A9Vn,6.55,         ,313.78375,-1.373333333, 1 22    24,-27.9246.88 20 55
-0.13,-10.48,72.75,89265,B2IIIe,6.56,         ,313.5933333,28.52194444,28 31    19,-10.4872.75 20 54
1.48,-10.8,72.41,89272,K4III,5.01,32    Vul,313.64,28.0575,28  3    27,-10.872.41 20 54
-0.07,-2.72,82.21,50209,B8Vnne,6.7,         ,313.5929167,40.70305556,40 42    11,-2.7282.21 20 54
0.82,-24.94,52.58,126373,G6III-IV,6.05,         ,313.9195833,4.532777778, 4 31    58,-24.9452.58 20 55
1.12,-19.74,60.77,106665,K0III,5.17,17    Del,313.9029167,13.72138889,13 43    17,-19.7460.77 20 55
0.12,-20.42,59.78,106666,A4V,5.58,16    Del,313.9108333,12.56861111,12 34     7,-20.4259.78 20 55
0.5,-38.09,19.59,189856,F7V,5.7,         ,314.1970833,-26.29638889,26 17    47,-38.0919.59 20 56
-0.1,-29.25,44.88,144957,B8Vn,6.57,         ,314.07625,-3.561388889, 3 33    41,-29.2544.88 20 56
1.47,-32.24,38.63,144968,gK5,5.51, 7    Aqr,314.225,-9.6975, 9 41    51,-32.2438.63 20 56
1.12,22.27,114.01,3467,K1III,5.39,         ,311.8891667,80.55222222,80 33     8,22.27114.01 20 47
1.22,-27.42,48.95,126396,K2III,6.05,         ,314.2941667,0.463611111, 0 27    49,-27.4248.95 20 57
0.18,-35,31.78,164013,A2m,5.87,         ,314.4191667,-16.03166667,16  1    54,-35.031.78 20 57
0.1,-36.94,325.99,254918,A2V,6.37,         ,315.3670833,-68.20972222,68 12    35,-36.94325.99 21  1
0.47,1.42,87.51,50246,B8Ia,5.67,         ,313.9575,47.41777778,47 25     4,1.4287.51 20 55
0.49,-33.65,315.96,257879,A7III+G2III,5.15,  Alp Oct,316.1791667,-77.02388889,77  1    26,-33.65315.96 21  4
-0.1,3.73,90.34,33001,B5V,6.63,         ,314.05375,51.075,51  4    30,3.7390.34 20 56
0.05,-0.3,85.7,50263,O6V((f)),5.96,         ,314.1445833,44.925,44 55    30,-0.385.7 20 56
0.23,-34.63,33.64,164027,F0IV,6.01,         ,314.6745833,-14.48277778,14 28    58,-34.6333.64 20 58
0.3,3.49,90.1,33004,F0III,5.81,         ,314.10625,50.72861111,50 43    43,3.4990.1 20 56
1.04,2.49,88.93,50262,G8II-III,5.9,         ,314.1079167,49.19583333,49 11    45,2.4988.93 20 56
0.47,-40.75,347.25,246820,F5IV-V,5.76,         ,315.0895833,-51.26527778,51 15    55,-40.75347.25 21  0
0.02,-2.82,82.91,50274,A1Vn,3.94,58Nu  Cyg,314.2933333,41.16722222,41 10     2,-2.8282.91 20 57
-0.18,7.47,94.82,33005,B2.5IV,6.23,         ,314.0708333,56.8875,56 53    15,7.4794.82 20 56
0.93,-21.98,58.69,106712,gG6,5.48,18    Del,314.6079167,10.83916667,10 50    21,-21.9858.69 20 58
0.39,-40.63,7.25,212608,F5V,6.11,         ,314.99875,-36.12972222,36  7    47,-40.637.25 20 59
1.4,-15.04,68.36,89332,K3.5III,5.31,33    Vul,314.5683333,22.32583333,22 19    33,-15.0468.36 20 58
-0.13,-36.52,28.54,164043,B9pSi,6.25,20    Cap,314.9004167,-19.03527778,19  2     7,-36.5228.54 20 59
0.46,-25.78,52.87,126428,F6IV,5.23, 1Eps Equ,314.7683333,4.293611111, 4 17    37,-25.7852.87 20 59
0.97,-0.83,85.55,50298,K0IIIbFe-0.5,5.55,         ,314.58125,44.47166667,44 28    18,-0.8385.55 20 58
-0.08,-2.51,83.66,50303,B7III,6.16,         ,314.6283333,41.94027778,41 56    25,-2.5183.66 20 58
0.38,-18.71,64.05,106738,F4III,6.66,         ,314.9616667,16.82416667,16 49    27,-18.7164.05 20 59
0.26,-24.2,55.97,126447,F1Vp,5.99,         ,315.01625,7.516388889, 7 30    59,-24.255.97 21  0
0.89,-40.34,12.34,212636,G6III,4.67,  Gam Mic,315.3229167,-32.25777778,32 15    28,-40.3412.34 21  1
-0.15,3.06,90.11,33034,B5Vn,5.61,         ,314.6254167,50.46222222,50 27    44,3.0690.11 20 58
0.63,-30.75,44.3,145022,G1V,6.21,11    Aqr,315.1408333,-4.730277778, 4 43    49,-30.7544.3 21  0
0.68,-41.49,358.19,230492,G3IV+K0IV,6.64,         ,315.5525,-43.00194444,43  0     7,-41.49358.19 21  2
0.93,19.35,110.14,9911,G5III,6.05,         ,313.6845833,75.92555556,75 55    32,19.35110.14 20 54
1.61,-17.29,66.23,106747,M3IIIab,5.65,         ,315.1154167,19.32944444,19 19    46,-17.2966.23 21  0
0.06,-39.32,19.22,189942,A7V:m:,6.05,         ,315.43875,-26.88111111,26 52    52,-39.3219.22 21  1
1.11,-41.35,4.15,212653,K0IV,5.94,         ,315.6133333,-38.53055556,38 31    50,-41.354.15 21  2
-0.05,0.97,88.03,50335,B1ne,4.74,59    Cyg,314.9566667,47.52111111,47 31    16,0.9788.03 20 59
0.41,-41.46,4.03,212666,F3V,5.3,  Zet Mic,315.7416667,-38.63166667,38 37    54,-41.464.03 21  2
1.4,8.79,97.06,33048,gK4,5.51,         ,314.8558333,59.43861111,59 26    19,8.7997.06 20 59
0.95,-39.83,18.25,189966,K0III,6.25,         ,315.7925,-27.73194444,27 43    55,-39.8318.25 21  3
0.98,-6.77,79.51,70794,G5III,5.97,         ,315.30375,36.02611111,36  1    34,-6.7779.51 21  1
1.23,-34.23,316.7,257887,K1III,6.58,         ,317.1995833,-76.2125,76 12    45,-34.23316.7 21  8
-0.21,-0.1,87.15,50359,B1Ve,5.37,60    Cyg,315.2954167,46.15583333,46  9    21,-0.187.15 21  1
-0.1,-29.38,48.45,145050,B6V,6.5,         ,315.7483333,-0.924722222, 0 55    29,-29.3848.45 21  2
1.21,-40.96,342.58,246854,K2III,5.16,  Mu  Ind,316.3091667,-54.72722222,54 43    38,-40.96342.58 21  5
0.48,-28.11,50.85,126491,F5V,6.25,         ,315.7625,1.531944444, 1 31    55,-28.1150.85 21  3
1.67,-20.58,62.77,106796,M1III,6.31,         ,315.7575,14.73,14 43    48,-20.5862.77 21  3
0.68,-32.04,43.66,145065,G4III,5.89,12    Aqr,316.0195833,-5.823055556, 5 49    23,-32.0443.66 21  4
0.17,-37.86,28.05,189986,A5V,4.84,22Eta Cap,316.10125,-19.855,19 51    18,-37.8628.05 21  4
0.59,-35.61,320.01,257890,F8-G0V,5.68,         ,317.3429167,-73.17305556,73 10    23,-35.61320.01 21  9
1.69,-1.17,86.27,50381,S4/1III,6.19,         ,315.6004167,44.79111111,44 47    28,-1.1786.27 21  2
1.01,-5.32,81.75,70832,G8III,6.07,         ,315.77,38.6575,38 39    27,-5.3281.75 21  3
-0.15,-0.52,87.11,50390,B3Vn,6.48,         ,315.7020833,45.84888889,45 50    56,-0.5287.11 21  2
-0.07,6.72,95.18,33078,B8III,5.83,         ,315.5379167,56.66972222,56 40    11,6.7295.18 21  2
1.65,-26.26,54.83,126518,K5III,5.61, 3    Equ,316.1445833,5.502777778, 5 30    10,-26.2654.83 21  4
1.05,-27.69,52.45,126519,K0,6.42,         ,316.17375,2.941944444, 2 56    31,-27.6952.45 21  4
0.97,-28.07,51.82,126522,G5,6.33,         ,316.1891667,2.269722222, 2 16    11,-28.0751.82 21  4
1.35,-42.25,0.37,230523,K3III,5.53,  Eta Mic,316.60625,-41.38611111,41 23    10,-42.250.37 21  6
1.03,-40.95,15.35,212709,K0/1III,5.68,  Del Mic,316.505,-30.125,30  7    30,-40.9515.35 21  6
0.38,-3.47,84.08,50409,F3IV,6.33,         ,315.9670833,41.62805556,41 37    41,-3.4784.08 21  3
0.98,2.4,90.55,33091,K0,6.37,         ,315.8583333,50.35194444,50 21     7,2.490.55 21  3
1.18,-39.04,330.81,254941,K0III,5.76,         ,317.1370833,-63.92888889,63 55    44,-39.04330.81 21  8
0.25,0.04,87.97,50408,F0IVn,6.32,         ,315.9304167,46.86194444,46 51    43,0.0487.97 21  3
-0.01,-37.29,31.31,164132,A1V,4.07,23The Cap,316.4866667,-17.23277778,17 13    58,-37.2931.31 21  5
1.1,-41.42,12.47,212716,K2III,5.18,         ,316.6029167,-32.34166667,32 20    30,-41.4212.47 21  6
0.54,-26.18,55.39,126535,F8V,5.94, 4    Equ,316.36125,5.958333333, 5 57    30,-26.1855.39 21  5
0.99,4.3,92.78,33098,K0III,5.9,         ,315.9483333,53.28611111,53 17    10,4.392.78 21  3
1.65,-2.08,85.93,50424,K4.5Ib-II,3.72,62Xi  Cyg,316.2329167,43.92777778,43 55    40,-2.0885.93 21  4
1.61,-40.01,21.98,190025,M0.5III,4.5,24    Cap,316.7820833,-25.00583333,25  0    21,-40.0121.98 21  7
1.08,-36.02,320.62,257893,K1III,6.2,         ,317.83625,-72.54416667,72 32    39,-36.02320.62 21 11
1.05,-13.55,73.23,89459,K0II-III,6.12,         ,316.5979167,26.92444444,26 55    28,-13.5573.23 21  6
0.02,-37.77,31.25,164156,A0V,6.17,         ,316.9358333,-17.45527778,17 27    19,-37.7731.25 21  7
0.56,-10.78,76.55,70917,F7.5Ib-II,5.82,         ,316.62625,31.18472222,31 11     5,-10.7876.55 21  6
1.18,-5.81,82.25,70919,K5V,5.21,61    Cyg,316.7275,38.74583333,38 44    45,-5.8182.25 21  6
0.01,-39.21,26.84,190050,A0V,5.3,25Chi Cap,317.14,-21.19361111,21 11    37,-39.2126.84 21  8
1.01,-20.89,64.27,106853,K2IV,6.34,         ,316.89,15.65861111,15 39    31,-20.8964.27 21  7
1.57,0.2,88.88,50456,K4Ib-IIa,4.55,63    Cyg,316.6504167,47.64833333,47 38    54,0.288.88 21  6
1.66,-26.22,56.8,126566,K5III,6.15,         ,317.1175,6.989444444, 6 59    22,-26.2256.8 21  8
0.38,-39.23,27.71,190069,F1IV,6.25,27    Cap,317.3875,-20.55638889,20 33    23,-39.2327.71 21  9
1.58,-37.19,323.27,257896,M1-2III,5.02,  Omi Pav,318.3354167,-70.12638889,70  7    35,-37.19323.27 21 13
0.94,-35.77,38.45,164182,G8III,4.51,13Nu  Aqr,317.39875,-11.37166667,11 22    18,-35.7738.45 21  9
-0.1,-11.77,76.11,70968,B9VpSi,5.59,         ,317.1620833,30.20583333,30 12    21,-11.7776.11 21  8
0.37,-28.8,53.26,126587,F5IV,6.45,         ,317.4929167,2.943333333, 2 56    36,-28.853.26 21  9
1.16,-35.15,40.83,145171,K0III,6.27,         ,317.6954167,-9.353888889, 9 21    14,-35.1540.83 21 10
0.26,-24.76,59.93,126593,F0IIIp,4.69, 5Gam Equ,317.5854167,10.13166667,10  7    54,-24.7659.93 21 10
0.02,-24.85,59.89,126597,A2V s,6.07, 6    Equ,317.63,10.04888889,10  2    56,-24.8559.89 21 10
0.4,15.95,106.95,9957,F3IV,5.87,         ,316.5970833,71.43194444,71 25    55,15.95106.95 21  6
0.45,-43.33,1.93,230575,F5IV,5.83,         ,318.0566667,-40.26944444,40 16    10,-43.331.93 21 12
0.03,-17.15,70.33,89505,A1V,6.68,         ,317.6333333,22.45472222,22 27    17,-17.1570.33 21 10
0.28,-37.52,35.19,164204,F0Del Del:,6.48,         ,317.9220833,-14.47222222,14 28    20,-37.5235.19 21 11
-0.16,-1.68,87.7,50521,B4IVpe,6.63,         ,317.4941667,45.5025,45 30     9,-1.6887.7 21  9
0.44,-43.46,3.1,212793,F5IV+F6V,5.26,         ,318.2629167,-39.42527778,39 25    31,-43.463.1 21 13
-0.14,-8.08,81.05,71032,B1Vp,6.54,         ,317.76625,36.29916667,36 17    57,-8.0881.05 21 11
-0.12,3.78,93.64,33185,B9III,5.73,         ,317.565,53.56333333,53 33    48,3.7893.64 21 10
-0.01,-0.25,89.36,50536,B6IV,6.46,         ,317.6291667,47.69194444,47 41    31,-0.2589.36 21 10
0.98,-43.34,7.22,212800,K0III,5.96,         ,318.32875,-36.42388889,36 25    26,-43.347.22 21 13
-0.13,10.41,100.81,19223,B7III,6.54,         ,317.3704167,63.29555556,63 17    44,10.41100.81 21  9
1.42,-41.98,19.06,190129,K5III,5.42,         ,318.3220833,-27.61944444,27 37    10,-41.9819.06 21 13
0.03,-35.15,317.29,257904,A1V,6.63,         ,319.5670833,-75.34666667,75 20    48,-35.15317.29 21 18
-0.07,20.19,112.4,9959,B8Vn,5.91,         ,316.3720833,78.12638889,78  7    35,20.19112.4 21  5
1.49,13.84,104.81,19229,M7IIIe,7.33,         ,317.3833333,68.49027778,68 29    25,13.84104.81 21  9
0.19,-42.76,344.11,246929,A6IV,5.75,         ,318.94125,-53.26305556,53 15    47,-42.76344.11 21 15
0.99,-12.45,76.75,71070,G8+III-IIIaBa0.6,3.2,64Zet Cyg,318.2341667,30.22694444,30 13    37,-12.4576.75 21 12
0.24,-21.8,65.49,106930,A7Vn,6.27,         ,318.37,15.9825,15 58    57,-21.865.49 21 13
1.14,-43.9,1.61,230596,K2III,6.21,         ,318.81125,-40.50638889,40 30    23,-43.91.61 21 15
-0.08,-36.48,39.92,164240,B9pHgMn,6.77,         ,318.5695833,-10.60527778,10 36    19,-36.4839.92 21 14
0.11,7.99,98.52,33210,B0II,5.64,         ,317.9508333,59.98638889,59 59    11,7.9998.52 21 11
0.21,-8.2,81.63,71086,F0III,6.05,         ,318.3595833,36.63361111,36 38     1,-8.281.63 21 13
1.61,-31.32,51.22,145229,M1III,6.38,         ,318.6541667,0.092222222, 0  5    32,-31.3251.22 21 14
0.96,-39.37,32.19,164249,G5,6.04,         ,318.7775,-17.345,17 20    42,-39.3732.19 21 15
0.5,-25.65,60.5,126643,F5V+G0V,4.49, 7Del Equ,318.6204167,10.00694444,10  0    25,-25.6560.5 21 14
1.37,-43.81,7.57,212843,K3III,6.12,         ,318.945,-36.21083333,36 12    39,-43.817.57 21 15
-0.07,-39.74,329.44,254966,B8V,6.31,         ,319.50125,-64.68166667,64 40    54,-39.74329.44 21 18
1.09,-12.87,76.69,89549,G6Ib-IIaCa1Ba0.3,6.17,         ,318.5429167,29.90111111,29 54     4,-12.8776.69 21 14
1.17,-40.61,28.19,190173,gG9,5.24,28Phi Cap,318.9079167,-20.65166667,20 39     6,-40.6128.19 21 15
1.64,-38.69,34.86,164263,M3III,5.28,29    Cap,318.9370833,-15.17138889,15 10    17,-38.6934.86 21 15
1.4,-30.4,307.53,258899,K3III,6.45,         ,323.0175,-84.81,84 48    36,-30.4307.53 21 32
0.39,-7.43,82.85,71121,F2IV,3.72,65Tau Cyg,318.6979167,38.04555556,38  2    44,-7.4382.85 21 14
0.53,-28.71,56.38,126662,G0III+A5V,3.92, 8Alp Equ,318.9558333,5.247777778, 5 14    52,-28.7156.38 21 15
0.98,-32.65,49.84,145259,K0,6.48,         ,319.165,-1.607777778, 1 36    28,-32.6549.84 21 16
0.6,10.81,101.97,19257,G2IV+G2IV,6.39,         ,318.4275,64.40388889,64 24    14,10.81101.97 21 13
0.04,-38.27,37.26,164279,A2V,6.4,         ,319.30625,-13.27888889,13 16    44,-38.2737.26 21 17
0.06,-43.8,13.2,212874,A1V,4.71,  Eps Mic,319.4845833,-32.1725,32 10    21,-43.813.2 21 17
-0.15,-0.68,90.16,50631,B4IV,6.46,         ,318.9033333,47.97361111,47 58    25,-0.6890.16 21 15
-0.12,-40.23,31.73,164286,B8III,5.43,30    Cap,319.48875,-17.98527778,17 59     7,-40.2331.73 21 17
0.34,-40.11,32.4,164289,F2V,7.05,31    Cap,319.5654167,-17.46222222,17 27    44,-40.1132.4 21 18
0.19,-43.32,343.69,246965,A5V,4.39,  The Ind,319.9666667,-53.44972222,53 26    59,-43.32343.69 21 19
-0.13,-34.47,47.08,145278,B5V,5.82,15    Aqr,319.54625,-4.519444444, 4 31    10,-34.4747.08 21 18
0.97,-43.43,17.89,190220,G8IV,6.4,         ,319.7266667,-28.76555556,28 45    56,-43.4317.89 21 18
0.12,-6.87,84.19,71165,B9Iab,4.23,67Sig Cyg,319.3541667,39.39472222,39 23    41,-6.8784.19 21 17
-0.11,-4.58,86.57,50671,B7Vn,6.19,         ,319.3466667,42.68333333,42 41     0,-4.5886.57 21 17
2.33,-44.65,355.26,230635,C5II,6,         ,320.0395833,-45.02222222,45  1    20,-44.65355.26 21 20
-0.11,-10.05,80.98,71173,B2Vne,4.43,66Ups Cyg,319.4795833,34.89694444,34 53    49,-10.0580.98 21 17
0.05,3.35,94.64,33281,A1V,6.13,         ,319.2583333,53.9975,53 59    51,3.3594.64 21 17
0.73,-43.11,21.19,190236,G5V,6.56,         ,319.9408333,-26.35305556,26 21    11,-43.1121.19 21 19
1.65,-25.79,62.27,107020,K5III,5.96,         ,319.7166667,11.20333333,11 12    12,-25.7962.27 21 18
1.45,4.58,95.96,33287,K3III,5.98,         ,319.3095833,55.79805556,55 47    53,4.5895.96 21 17
0.02,-44.95,1.19,230644,ApCrEuSr,4.82,  The1Mic,320.19,-40.80972222,40 48    35,-44.951.19 21 20
1.32,-44.22,348.4,246983,K3III,6.38,         ,320.3183333,-49.93777778,49 56    16,-44.22348.4 21 21
0.2,6.53,98,33288,B2IIIe,6.42,         ,319.3283333,58.61166667,58 36    42,6.5398.0 21 17
-0.01,-3.84,87.61,50690,O7.5III:n((f)),5,68    Cyg,319.6133333,43.94583333,43 56    45,-3.8487.61 21 18
0.3,-5.93,85.59,50699,A5IV,6.15,         ,319.7304167,41.04083333,41  2    27,-5.9385.59 21 18
2.82,-38.2,323.2,254990,C5II,6.41,         ,321.0695833,-69.73416667,69 44     3,-38.2323.2 21 24
0.5,-7.95,83.62,71203,F1II,5.83,         ,319.8425,38.2375,38 14    15,-7.9583.62 21 19
-0.08,-19.13,71.53,89628,B6IV,6.29,         ,320.0583333,22.02638889,22  1    35,-19.1371.53 21 20
1.26,-37.31,320.84,257920,K2III,6.09,         ,321.3254167,-71.79944444,71 47    58,-37.31320.84 21 25
0.92,-35.11,47.47,145317,gG7,5.87,16    Aqr,320.2679167,-4.56, 4 33    36,-35.1147.47 21 21
-0.15,-0.06,91.7,50713,B6V,5.76,         ,319.87,49.51027778,49 30    37,-0.0691.7 21 19
0.22,9.17,101,19302,A7V,2.44, 5Alp Cep,319.645,62.58555556,62 35     8,9.17101.0 21 18
1.66,-28.55,59.19,126719,M2IIIa,5.82, 9    Equ,320.27,7.354444444, 7 21    16,-28.5559.19 21 21
1.38,6.36,98.18,33318,M1Ibep+B2pe+B3V,5.66,         ,319.8158333,58.62361111,58 37    25,6.3698.18 21 19
1.05,-18.06,73.1,89640,K1III,5.57,         ,320.2683333,23.85583333,23 51    21,-18.0673.1 21 21
1.08,-12.18,79.6,71230,G8IV,5.68,         ,320.20875,32.45277778,32 27    10,-12.1879.6 21 20
0.9,-40.77,33.62,164346,G7IIIFe-1.5,4.28,32Iot Cap,320.5616667,-16.83444444,16 50     4,-40.7733.62 21 22
1.5,19.06,111.85,10007,K5III,5.95,         ,318.9258333,77.01222222,77  0    44,19.06111.85 21 15
0.03,-12.15,79.8,71237,A1V,6.04,         ,320.3416667,32.61277778,32 36    46,-12.1579.8 21 21
0.53,-6.7,85.37,50739,F8V,6.4,         ,320.2558333,40.34555556,40 20    44,-6.785.37 21 21
-0.04,10.69,102.74,19313,B3IVe,5.18, 6    Cep,319.8425,64.87194444,64 52    19,10.69102.74 21 19
1.63,-42.85,26.31,190285,M1III,5.6,         ,320.7520833,-22.66888889,22 40     8,-42.8526.31 21 23
1.11,-20.92,70.05,107073,K1III,4.08, 1    Peg,320.5216667,19.80444444,19 48    16,-20.9270.05 21 22
0.09,21.83,115.25,3534,A3IV,6.15,         ,318.3395833,81.23083333,81 13    51,21.83115.25 21 13
1.54,-37.81,42.56,145351,M0III,5.99,17    Aqr,320.7345833,-9.319444444, 9 19    10,-37.8142.56 21 22
0.13,-31.74,309.46,258902,B3IV,6.38,         ,323.4766667,-82.68305556,82 40    59,-31.74309.46 21 33
0.2,-45.21,352.92,230665,A7mSr:,6.31,         ,321.0866667,-46.615,46 36    54,-45.21352.92 21 24
0.05,-29.23,59,126749,A3V,5.16,10Bet Equ,320.7233333,6.811111111, 6 48    40,-29.2359.0 21 22
1,7.73,99.84,19333,G5III,6.11,         ,320.1395833,60.75694444,60 45    25,7.7399.84 21 20
-0.05,-45.64,0.89,230667,A0IIIpSi,5.77,  The2Mic,321.1033333,-41.00666667,41  0    24,-45.640.89 21 24
0.49,-40.29,328.14,254999,F6V,4.22,  Gam Pav,321.6108333,-65.36611111,65 21    58,-40.29328.14 21 26
1.08,-13.94,78.29,71259,K1III,6.05,         ,320.6745833,30.30972222,30 18    35,-13.9478.29 21 22
